Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon) ,What are your main areas of focus for your journalism? ,Where do you publish your work?,Other info for short self-description 

11/22/2022 14:22:37,Thomas Mead,@thomasmead@mastodon.nz,@thomasmeadnz,"TV reporter for 1News in Christchurch, New Zealand","TV 1 News, New Zealand",TV reporter for 1News in Christchurch - thomas.mead@tvnz.co.nz

11/22/2022 14:47:41,Amy Simons,@amysimons@newsie.social,@amysimons,Media Criticism,"KBIA-FM, Missouri School of Journalism","Mizzou J-School professor teaching news literacy, social media strategy & multimedia reporting"

11/22/2022 15:02:54,Suswati Basu,https://mstdn.social/@suswatibasu,@Suswatibasu,"Breaking, world, trending, social affairs, mental health, arts", NationalWorld https://www.nationalworld.com/author/suswati-basu,"Suswati is an award-winning editor with significant experience in digital media at Channel 4 News and ITV News, who most recently worked in news verification at Dataminr. She is passionate about human rights, DEI, gender, mental health, the social model of disability, race, and social politics, as well as books. She oversees Trends and SEO as Head of Audience."

11/22/2022 15:07:26,Chron,@Chron@newsie.social,@Chron,Houston & Texas news,chron.com,"Welcome to Chron, Houston's home for essential news and compelling feature stories about the Bayou City. Chron tells the story of Houston through the lens of Culture, where we cover everything from local celebrities to interesting people to places we like; Food, a destination for off-the-beaten-path restaurants, trend stories and remarkable people in the culinary scene (and also tacos); Sports, home to coverage of Houstonâs professional athletes both on and off the field, as well as college and high school teams; Politics, where we bring you the essentials about the local and state officials who make headlines; and News, where you can find everything you need to know about whatâs happening in your city."

11/22/2022 15:11:24,Rebeccah Macias,@rebeccahmac@newsie.social,@rebeccahmac,Social Media Editor ,mysanantonio.com,

11/22/2022 15:18:47,Bernice Hillier,@bernicecbc@newsie.social,@bernicecbc,"I host a current affairs morning radio program in Newfoundland & Labrador, Canada, covering a wide range of topics including health care, education, politics, justice issues, the arts.",www.cbc.ca/nl or on our live radio show,I love learning new things & connecting with people who share new ideas without judgment. I am to be kind and to show grace.

11/22/2022 15:34:37,Josh Criswell,@criswell_sports@newsie.social,@criswell_sports,Sports,chron.com,"Sports Editor at Chron covering Astros, Texans, University of Houston and all things Houston sports."

11/22/2022 17:12:12,Tony Marcano,@tonymarcano@journa.host,@Marcano_Tony,Los Angeles area news and information,89.3 KPCC (NPR LA station); LAist.com,"Managing Editor, Southern California Public Radio"

11/22/2022 18:52:31,Beth Pinsker,@bethpinsker@newsie.social,@bethpinsker,Personal finance,MartketWatch.com,Iâm an investing columnist with a CFPÂ® designation

11/22/2022 19:33:05,Steph Rodriguez,@Steph_Rodriguez@sfba.social,@wordstospill,"San Francisco Bay Area food and drink news, features.",www.sfgate.com,"I'm Steph Rodriguez, I'm the Food Editor for SFGATE. I enjoy exploring all of San Francisco and the surrounding Bay Area by tasting the beloved dishes of various neighborhood spots. I share the stories of the people behind the food we love. I believe food preserves culture and highlights who we are as individuals. Follow me and my incredible food team for the latest in SF Bay Area food news!"

11/22/2022 21:37:36,Elizabeth Paynr,ElizPayne@mstdn.ca,@egpayne,Health,"The Ottawa Citizen, Postmedia","Canadian journalist who follows local, national and global health trends "

11/22/2022 22:44:41,Stephen Coles,@typographica@typo.social,@typographica,"Graphic Design, Typography",https://typographica.org,"Co-founder of Fonts In Use, Editorial Director at Letterform Archive"

11/23/2022 3:34:33,OndÅej NovÃ¡k,@Ondrejnovak@mastodonczech.cz,,"Climate change, renewable energy, climate politics",Obnovitelne.cz,

11/23/2022 4:53:42,Gianluca Avagnina,@gianluca@journodon.com,@GianlucAvagnina,World news,BBC News,Journalist  @BBCWorld via @ITVNews @Telegraph   @Independent  |  @JSchofieldTrust  Fellow 2021 | Eurasian

11/23/2022 4:58:45,GrrlScientist,@grrlscientist@mstdn.social,@GrrlScientist,"science, mostly nature, biodiversity, conservation, climate & environment. Also book reviews on a wide variety of topics.",Forbes,"Freelance writer with English-language articles in many publications internationally. Formerly with The Guardian (UK) for 6.5 years. Contributed to several books about birds, fact-checker and subeditor for a biology textbook for Prentice-Hall. Judge for several major book/writing awards. American, currently in Norway. PhD Zoology (UW)."

11/23/2022 5:00:24,David S Roberts ,@droberts521@union.place,,"political economy, microeconomics ",Freelance,

11/23/2022 7:35:11,Emanuele Del Rosso,@emadelrosso@mastodon.sdf.org,@emadelrosso,Editorial cartoons,"Syndicated via Cartoon Movement, GoComics, Cartooning for Peace (published on Courrier International, Le Monde, Japan Times, Financieele Dagblaad,etc, etc)","Amsterdam-based award-winning editorial cartoonist, published on international and local media."

11/23/2022 11:41:13,Aditya Iyer,@AdityaWritesHere,@thatadityaiyer,"Culture, politics, history","Al Jazeera, Hyperallergic, The New Internationalist",Independent journalist & researcher based in London

11/23/2022 11:45:42,David Trilling,@dtrilling@journa.host,@dtrilling,Central Asia and the Caucasus,Eurasianet,Eurasianet managing editor

11/23/2022 12:34:55,David Murphy,@mastodon.social/@thedavidmurphy,@thedavidmurphy,"Consumer technology reviews, guides, how-tos","WSJ, CNN, Android Police, Reviewed, others","Formerly Lifehacker, Wirecutter, Computer Shopper, PCWorld, etc."

11/23/2022 13:35:34,Kimber Streams,@kimberstreams@mastodon.social,@kimberstreams,"Technology, laptops, keyboards",Wirecutter,Senior staff writer at Wirecutter

11/23/2022 17:51:24,Dan Fagin,@danfagin@mastodon.online,@danfagin,Science and environment,All over. My last book won the Pulitzer Prize for general nonfiction.,danfagin.com

11/23/2022 18:31:45,Martin Cutler,martincutler@mastodon.scot,@MartinJourno,,,

11/23/2022 18:51:43,Eric Saeger,@esaeger@universeodon.com,@esaeger,"Internet culture, online activism, music reviews","Fells Carson, Hippo Press","Author, Russian Nazi Troll Bots (2018)"

11/24/2022 4:16:17,Martin Cutler,martincutler@mastodon.scot,@MartinJourno,"Videos, Local & National News","Freelance, SWD Media","Video Journalist based in Edinburgh, Scotland"

11/24/2022 7:29:49,Jayashree Narayanan,@narayananjaya,@narayananjya,"Features, health, lifestyle, fitness, art, books, events, celeb interviews, long form ",indianexpress.com,

11/24/2022 9:33:35,Eva von Schaper ,@evavonschaper@mastodon.social,@evavonschaper,"disinformation, antivaccination, science",The Inoculation ,German/American journalist

11/24/2022 9:53:23,Jim Swift,@JimSwift@newsie.social,JimSwiftDC,US Politics,The Bulwark,

11/24/2022 11:00:30,GBH News,@gbhnews@mastodon.social,@gbhnews,"We are a local NPR affiliate in Boston, MA. ",https://wgbh.org/news,

11/24/2022 12:06:41,Martin Gelin,@martingelin@mastodon.social,M_Gelin,"US politics, international politics, US-China relations","Dagens Nyheter, New York Times, Foreign Policy",US Correspondent for Dagens Nyheter and author of ten books

11/24/2022 12:09:33,Rick Marshall,@rickmarshall@mstdn.social,@RickMarshall,Entertainment (TV/Film),Digital Trends (digitaltrends.com),Contributing Editor @ Digital Trends w/ freelance bylines elsewhere. Full archive can be found @ rickmarshall.com 

11/24/2022 15:20:33,Courtney Tenz,@CourtneyTenz@dju.social,Had @courtneytenz,"European arts, culture, travel and women's rights/feminist foreign policy","Harper's Bazaar, Washington Post, The Cut, Guardian",Based in Germany but currently in the US 

11/25/2022 1:31:53,Rachel Fieldhouse ,@isildurs.air@ohai.social,@rachelfieldmou1,"Health, Science, Technology, News",Oversixty.com.au,"Currently a journalist for Over60 Australia, soon to be a reporter for Australian Doctor"

11/25/2022 10:27:01,Peggy Heinkel-Wolfe,@phwolfe940@mastodon.lol,@phwolfe940,"Local news for Denton, Texas",KUZU 92.9 FM-LP,"Local news producer for KUZU 92.9 FM-LP, Denton, Texas"

11/25/2022 13:48:43,Josiah Mortimer,@josiahmortimer@mas.to,Josiahmortimer ,UK politics,MyLondon and The Mirror,London-based journalist covering devolved and national politics

11/25/2022 15:14:58,Chris Vognar,chrisvognar@newsie.social,@chrisvognar,"Film, books, television, music","New York Times, Los Angeles Times, San Francisco Chronicle, Houston Chronicle, Boston Globe, USA Today, Texas Monthly",Freelance culture journalist 

11/25/2022 15:35:17,Saba Salman,@Saba_Salman@newsie.social,@Saba_Salman,"Disability, autism, inclusion, neurodiversity","The Guardian, The Independent, Byline Times, Community Living",Award-winning freelance journalist and author of âMade Possibleâ.

11/25/2022 15:57:36,Delia Cabe,@DeliaCabe@journa.host,@DeliaCabe,"Magazine writing; Emerson College Senior Affiliated Faculty, nonfiction writing","Self, Health, Boston Magazine, Boston Globe,  Prevention","Author, âStoried Bars of New York: Where Literary Luminaries Go to Drinkâ (Countryman Press)"

11/25/2022 20:56:46,Ali Velshi,@velshi@mastodon.world,@alivelshi,"Democracy, social Justice, politics, economy",MSNBC,

11/26/2022 15:05:05,Jared Dubin,@JADubin5@mstdn.social,@JADubin5,"NBA, NFL","CBS, FiveThirtyEight",

11/26/2022 15:12:13,Diego Mendoza,dmendoza@newsie.social,@_godiegogo21,Breaking News/China,Semafor,

11/26/2022 15:22:11,Dave Statter,@STATter911@newsie.social,@STATter911,Public safety issues,STATter911.com,"Retired broadcast journalist who continues to break news about 911 & DC Metrorail, along with showing DC area drivers at their worst. "

11/26/2022 15:49:49,Elan Head,@elanhead@mastodon.world,@elanhead,"Aviation, Technology",The Air Current,

11/26/2022 17:24:11,Andy Dehnart,@realityblurred@mastodon.social,@realityblurred,"TV, reality TV, media",realityblurred.com,"I write about nonfiction TV, how it's made, and what it means."

11/26/2022 18:02:24,Rico Moore,@rico_moore@journa.host,@ricocolorado,"Environment, environmental justice, Indigenous sovereignty.","The Margin, High Country News, The Guardian, DeSmog Blog, Boulder Weekly.",

11/26/2022 19:41:07,JohnTaylor Wildfeuer,@jtwildfeuer@mstdn.social,@JTWildfeuer,"Public Utilities, Civic Maladministration, Public Education, San Francisco Arts and Culture","Bay News Rising, The Guardsman",

11/26/2022 20:16:20,Paul Ingram,@paulingram@mastodon.tucsonsentinel.com,@pmingram,border/immigration/politics,Tucson Sentinel,

11/26/2022 20:17:28,Gene Moreland,@G@GeneMoreland@mastodon.tucsonsentinel.com ,@Eugene_Moreland,,Tucson Sentinel,

11/26/2022 20:18:09,Blake Morlock,@blakemorlock@mastodon.tucsonsentinel.com,,Tucson politics,Tucson Sentinel,

11/27/2022 14:11:44,Jeffrey Yost,https://mastodon.social/@justcodeculture,@justcodeculture,"software, data, surveillance, and inequality",I publish a critical inquiry blog Blockchain and Society,"Journalistic essays on IT and inequality; also a prof. of history of tech., and dir. CBI a research ctr and archives on IT"

11/27/2022 15:39:54,Jacob Gardenswartz,@gardenswartzj@journa.host,@gardenswartz,Washington politics and policy,"The Wyoming Truth, The New Republic, YouthToday",

11/27/2022 16:57:16,Jay Claussen,@infosec_jcp@infosec.exchange,@infosec_jcp,State Sponsored Malware coverage mainly on UK GammaGroup.Com FinFisher & NSOGroup.com's Pegasus occasionally ,Mainly on Twitter & Mastadon Fediverse.,"RTNDA.org Union Member, 'TV Staff', former MSNBC Producer, wsfa.com, former web producer aptv.org, Ex-Sun, Ex-Oracle, Ex-Cisco consultant. Occasional EIC on a KU dual path Satellite Uplink Truck ð ð¡"

11/27/2022 18:06:27,Steve Rhodes,@beachwoodreport@newsie.social,@BeachwoodReport,"Media critique, political analysis, Chicago","BeachwoodReporter.com, various other outlets","Longtime newspaper reporter and magazine writer (Chicago Tribune, Newsweek, Chicago magazine) and website editor and publisher."

11/28/2022 9:15:16,Frank Jordans,@fj@det.social,@wirereporter,"Germany, climate, science",AP,

11/29/2022 0:10:12,Aisha Sultan,@AishaS@journa.host,@AishaS,"columnist, writing about families and social change",St. Louis Post-Dispatch ,independent filmmaker

11/29/2022 6:13:35,Romain Burrel ,@romainburrel@h4.io,@romainburrel,LGBTQIA+. Culture. Movies. Music. ,"Mixte, les inrocks, Numero, ROCK AND FOLK, FRANCE TV",

11/29/2022 11:50:28,Sarah Booker-Lewis,@SBLBrightonLDR@mastodonapp.uk,@BHDemocracyNews @Sarah_Booker,Local government Brighton and Hove,"Brighton and Hove News, The Argus, BBC Sussex, BBC South East, More Radio, Planet Radio","Local democracy reporter for Brighton and Hove, UK"

11/29/2022 18:11:36,Konni Winkler,@konni@mastodon.social,@Konni,Sports & esports,"SPORT1, Twitch",

11/30/2022 9:45:56,Jatan Mehta,https://universeodon.com/@uncertainquark,https://twitter.com/uncertainquark,Space and Moon exploration,https://blog.jatan.space/about,

11/30/2022 13:18:50,John Rudoff,@johnrudoff@journa.host,@johnrudoff,"Photojournalism; political, humanitarian, and social documentary","SipaUSA; APImages, Anadolu/Getty","Photojournalist based in Oregon; covers political, humanitarian, and human-displacement events worldwide. Follows NPPA and AP ethical Principles"

11/30/2022 14:04:12,Susan Chumsky,@susanchumsky@mstdn.social,@susanchumsky,generalist,freelance editor and writer,

11/30/2022 17:59:03,Jack Kelly,@byjackkelly@journa.host,@byjackkelly,Wisconsin politics,The Capital Times,Wisconsin politics reporter

12/2/2022 3:03:50,MarilÃ­n Gonzalo,@marilink@mastodon.social,@marilink,"Privacy, digital rights, AI, disinformation, media literacy, factchecking, feminism",Newtral.es,"Currently tech journalist and Public Policy at Newtral, first Spanish factchecking organization."

12/2/2022 23:22:12,Albert Cuesta ,@albertcuesta@mastodont.cat,@albertcuesta,"Technology, telecoms, consumer electronics ","Catalunya RÃ dio, Ara, GSMA Mobile World Live",

12/5/2022 16:16:11,Sharon Fisher, @slfisher@mastodon.online,@slfisher,"technology, energy, business","Data Center Knowledge, AI Business,  others",Sharon Fisher is a digital nomad who writes about entrepreneurship. She likes explaining things.

12/5/2022 19:06:49,Catalin Cimpanu,@campuscodi@mastodon.social,@campuscodi,"Cybersecurity, infosec",Risky Business,"Currently RiskyBizNews newsletter, past The Record, ZDNet, Bleeping Computer"

12/5/2022 20:06:58,Stan Weddle,stanweddle@federated.press,@stanweddle,social justice,"Freelance, blogs, ",Words for justice.

12/5/2022 20:31:26,Robert Vamosi,@robertvamosi@infosec.exchange,@robertvamosi,Information security,Error Code podcast and The Hacker Mind podcast,I am the author of two infosec books

12/5/2022 21:03:35,Matthew S. Smith,@mattontech@mastadon.sdf.org,@mattontech,"AI, metaverse, PC desktops and laptops, peripherals, game history","PC World, Reviewed, IEEE Spectrum, Wired, IGN","Freelance tech journalist, formerly with Digital Trends"

12/6/2022 11:29:27,Dan Solomon,@dansolomon@journa.host,@dansolomon,Texas in all its forms,Texas Monthly,Senior writer for Texas Monthly

12/6/2022 13:58:53,Aaron Pressman,@ampressman@journa.host,@ampressman,"Local Boston tech scene, occasional national coverage",The Boston Globe,Longtime tech and business journalist

12/6/2022 14:48:00,Micah Lee,@micahflee@infosec.exchange,@micahflee,"information security, data leaks",The Intercept,Director of Information Security at The Intercept

12/6/2022 18:45:55,Nikki Gordon-Bloomfield,@aminorjourney@mastodon.transportevolved.com,Aminorjourney,"Electric Cars, Green Energy, Renewables, Equity in Transport","Transportevolved.com, YouTube.com/transportevolved","YouTube content creator with background in Journalism who uses journalistic first principles to cover the world of cleaner, greener, safer and smarter transportation. "

12/7/2022 8:22:24,Roger Hodge,@hedtk@journa.host,@RogerDHodge,"National Security, Public Health, Criminal Justice, Technology, Environment, Covid-19",The Intercept,Editor at the Intercept. Author of Texas Blood and The Mendacity of Hope.

12/7/2022 21:16:49,Joe Ray,@Joe_Diner@Journa.Host,@Joe_Diner,"Food, Travel, Kitchen Product Reviews, Cookbooks","WIRED, AFP, AP, NYT, The Guardian, & mucho mas","Cookbook author, always in the kitchen"

12/8/2022 3:34:55,Joe Ray,@Joe_Diner@journa.host,@joe_diner,"Food, Travel, Kitchen Product Reviews, Cookbooks","WIRED, AFP, AP, NYT, The Guardian, y mucho mas","Lowell Thomas Travel Journalist of The Year, Cookbook author, always in the kitchen"

12/8/2022 8:01:09,Jatan Mehta,https://web.jatan.space/mastodon,https://twitter.com/themoonmehta,Space and Moon exploration,https://blog.jatan.space/about,

12/8/2022 10:23:56,Kate Schneider,kate.schneider@mastodon.social,@kteschneider,"Investigative, data, political",Investigative Journalism Foundation,Reporter for the IJF

12/8/2022 10:25:33,Investigative Journalism Foundation,IJFmedia@mstdn.social,@IJFMedia,Investigative data journalism,Investigative Journalism Foundation,Canadaâs newest non-profit outlet dedicated to investigative data journalism 

12/8/2022 20:48:22,Jonathan Reiss,@Give_a_damn@newsie.social,@Give_a_dam,"Media, Corruption and Democracy","Freelance, latest in Dame Magazine",Organizer for Media and Democracy Project

12/9/2022 13:30:15,Myriam Robinson,@myriamandmoney@mstdn.social,https://twitter.com/myriamandmoney,Personal finance,Morning Brew,Writes about personal financeâand why it isn't just personal

12/9/2022 16:16:49,Ali Velshi,@velshi@mastodon.world,@alivelshi,"Democracy, social Justice, economics, global affairs ",MSNBC,

12/10/2022 23:24:12,Avanti Kumar,@avantikumar@newsie.social,@avantikumar,"Digital trends, transformation and enterprise business in Asia","Various channels including Computerweekly, Disruptive.Asia, Computerworld, CIO Asia","Asia-based British journalist, consulting editor, published author, strategic comms advisor. Reformed consultant. â¨https://muckrack.com/avantikumar"

12/11/2022 12:51:07,Steven T. Dennis,@steventdennis@journa.host,@steventdennis,"U.S. Senate/politics, #FridayNightZillow for fun",Bloomberg News,

12/12/2022 6:31:47,Carina Dourado,@carinadourado@mastodon.social,@carinadourado,Data Driven Journalism,TV Brasil,"Brazilian journalist, human rights, data driven journalism"

12/12/2022 9:55:44,Dave Bittner,@bittner@hachyderm.io,@bittner,Cyber security,thecyberwire.com,Host of the CyberWire Daily Podcast

12/12/2022 10:55:36,Tineke Pauw,@tinekepauw@mstdn.social,@tinekepauw,"Tech, online marketing, online communication, digital culture, social media",https://frankwatching.com,Content strategist & editor @Frankwatching in The Netherlands. 

12/12/2022 15:33:03,Bob Alberti,@albatross@mastodon.sdf.org,Albatross,"Photojournalism, comedy, infosec, technology",medium.com/@Albatross,"Internet pioneer (RFC1436), photographer, comedian"

12/12/2022 19:21:18,Veronika Meduna,@VeronikaMeduna@mastodon.nz,@VeronikaMeduna,"Science, environment, climate ","NZ Geographic, Nautilus, Deutsche Welle","Science writer, broadcaster, author of several books"

12/13/2022 4:35:08,Jo Bager,@johoo@mastodon.social,@johoo,"Internet, Tech","c't Magazin fÃ¼r Computertechnik, https://www.heise.de",Senior editor at c't Magazin fÃ¼r Computertechnik

12/13/2022 21:24:03,Jason Vermes,@jasonvermes@mstdn.ca,@jasonvermes,"LGBTQ+, technology, health and science",CBC,I'm a digital senior writer and editor for CBC Radio based in Toronto.

12/14/2022 3:04:25,Dave Hogg,@davehogg@newsie.social,@stareagle,"Sports, Mental Health, Politics","AP, NHL.com, Medium",Freelancer in Detroit with 30+ years experience

12/15/2022 5:44:21,David Bradley,@sciencbase@mastodon.social,@sciencebase,Science,sciencebase.com,Freelance science writer for more than 30 years

12/15/2022 21:11:53,Mark Maxwell,MarkMaxwellTV@newsie.social,@MarkMaxwellTV,"State and local politics in Illinois, Missouri, and St. Louis.",KSDK.com,Political editor for KSDK-TV in St. Louis. Previously Capitol Bureau Chief for WCIA and Nexstar TV stations in Illinois.

12/15/2022 21:16:05,Abby Ohlheiser,@Abbyohlheiser@mastodon.social,@abbyohlheiser,"tech, culture, religion, misinfo ",MIT Technology Review,

12/15/2022 21:24:52,Jim Reineking,@JimReineking@mstdn.party,https://twitter.com/jimreineking,Sports,USA TODAY,Digital sports editor with more than 20 years of experience.

12/15/2022 21:25:09,Steve Dustcircle,@dustcircle@home.social,,"Human Rights, Labor Unions, Universal Healthcare",http://stevedustcircleus.wordpress.com,

12/15/2022 21:27:29,Phil Meyer,@philmeyer@newsie.social,@philmeyer,"Future of Journalism, Inclusion, Importance of Journalism in Democracy","Southern Oregon PBS in Medford, OR","Autism Dad, a11y"

12/15/2022 21:27:44,Timothy B. Lee,timlee@mastadon.social,binarybits,Economics and technology,http://www.fullstackeconomics.com,"Economics and tech reporter. Previously at Vox, Ars Technica, Washington Post."

12/15/2022 21:29:09,Oscar Gonzalez,@ogreporter@mastodon.social,@ogreporter,Tech,CNET.com,

12/15/2022 21:29:25,Natasha Vizcarra,@vizcarran@scicomm.xyz,@vizcarran,"Climate change, earth science, conservation",Various outlets and https://natashavizcarra.com,

12/15/2022 21:30:02,Lisa Schmeiser,@lschmeiser@mastodon.social,@lschmeiser,"tech -- communications and collaboration, workplace strategy","No Jitter, WorkSpace Connect","EIC of No Jitter & WorkSpace Connect, always looking for freelancers"

12/15/2022 21:30:12,Lisa Jarvis,@lisamjarvis@mastodon.online,@lisamjarvis,"science, health, pharma",Bloomberg Opinion,Pharma/health columnist at Bloomberg Opinion

12/15/2022 21:47:20,Marcy de Luna,@marcydeluna@mastodon.social,@marcydeluna,Business/energy ,Update coming soon ,Journalist. Formerly Reuters and Houston Chronicle 

12/15/2022 21:53:52,Hemant Mehta,@hemantmehta@mastodon.social,@hemantmehta,Atheism/Religion/Politics,OnlySky.media,Writer. YouTuber. Podcaster.

12/15/2022 22:10:59,Joe St. George,joestgeorge@toot.io,Joestgeorge,Politics and policy ,EW Scripps/television/websites ,National Politics Editor & Correspondent for E.W. Scripps. Based in D.C. but on local news in lots of places. I break down public policy & the next election.

12/15/2022 22:11:15,Andrew Havranek,@andrew_havranek@newsie.social,@Andrew_Havranek,"Local news, K-12 Education, Local, State, US Politics",Spectrum News 1 Wisconsin,

12/15/2022 22:11:46,Victoria Guida,@vtg2@econtwitter.net,@vtg2,economic and financial policy,Politico,

12/15/2022 22:20:15,Steve Lubetkin,@PodcastSteve@newsie.social,@PodcastSteve,"New Jersey, business, tech, commercial real estate",www.StateBroadcastNews.com,"Award-winning multimedia journalist, co-author, âThe Business of Podcastingâ book"

12/15/2022 22:22:21,Kyle Clark - 9NEWS Denver,@kyleclark@mastodon.online,@kyleclark,Colorado news and politics,"9NEWS, 9NEWS.com",I am a political journalist and news anchor in Denver.

12/15/2022 22:25:15,Alex Goldman,@agoldman@mastodon.lol,twitter.com/agoldmund,"Technology, and some other stuff",cooldudezone.substack.com,"Former host of Reply All, current host of nothing. "

12/15/2022 22:58:26,Phil Solis,@philsolis@mstdn.social,@philsolis,"Semiconductors - connectivity technologies, smartphone semiconductors","IDC.com, https://www.linkedin.com/in/philipsolis/recent-activity/posts/",I'm an industry analyst.  Please consider adding a separate industry analyst section

12/15/2022 23:06:05,Anna Rothschild,annarothschild@masthead.social,@anna_rothschild,"Science, Politics",FiveThirtyEight,Iâm a science journalist and senior video producer at FiveThirtyEight. I used to make Gross Science for PBS Digital Studios. Formerly of The Washington Post.

12/15/2022 23:06:18,Andrea Bettini,@andreabettini@mastodon.uno,@andreabettini,Science and Technology ,RaiNews24 ,Science reporter at the Italian public all-news channel

12/15/2022 23:25:35,Emily Molli,@emilymolli@mastodon.social,@emilymolli,"Extremism, social movements, civil unrest, corruption, media",theknows.net & Getty Images,"Photo & video journalist, documentary producer, investigative journalist"

12/15/2022 23:30:37,Free _Press,@Free_Press@mastodon.sdf.org,@_Free_Press,Independent news / Ukraine ,Free Lance / ,Experienced center/left Journalist and Workforce Development Manager 

12/15/2022 23:35:46,Aroon Deep,@aroon@mastodon.social,AroonDeep,"Tech policy, censorship, surveillance, Net Neutrality, telecom",,

12/15/2022 23:36:03,Kyle Orland,@Kyleorl@mastodon.social,KyleOrl,video games/tech,Ars Technica,

12/15/2022 23:38:05,Michael King,@mhking@masthead.social,@mhking,"Local: Atlanta, GA; Southeast US",WUPA CW69 - http://atlcw.tv/ http://cbsnews.com/atlanta/,Digital strategist for WUPA Atlanta; Murrow/Emmy Award-winning veteran journalist; Fmr. talk show host

12/15/2022 23:41:55,Dan Gillmor,@dangillmor@mastodon.social,@dangillmor,"Media, technology","In recent years, Slate, Guardian, Backchannel (Wired) etc.",I teach and discuss media literacy at Arizona State's Cronkite School

12/15/2022 23:57:46,Brandon Richard,BrandonRichard@mastodon.sdf.org,@BrandonLRichard,"Local news in Denver, Colorado",Denver7.com,"Reporter at ABC affiliate Denver7, KMGH-TV"

12/16/2022 0:29:21,Lauren Raab,@laurenraab@mastodon.social,@raablauren,"podcasts, Los Angeles",Los Angeles Times,

12/16/2022 0:40:10,Omar Oakes,@OmarOakes@mastodonapp.uk,@OmarOakes,"Media, advertising, journalism, business",Https://the-media-leader.com,Editor of The Media Leader

12/16/2022 0:42:30,Chris Winters,@ChrisWinters@mstdn.social,@TheChrisWinters,"Economics, politics, democracy","YES! Magazine, mostly",Senior Editor at YES! Media/fiction writer

12/16/2022 1:11:03,Russ Grayson,@russ@mastodon.au,,"disinformation, travel, journalism, citizen journalism, ",https://medium.com/pacificedge  https://medium.com/by-road-track,"Retired but still practicing journalism, photography to support community groups."

12/16/2022 1:14:22,Dan Pimentel,@av8rdan@squawk.mytransponder.com,,Aviation,Flying Magazine,Digital and print writer for leading aviation magazine covering university aviation programs for 2023 (flyingmag.com) and print features for monthly magazine.

12/16/2022 2:43:58,Robert Rutkowski ,@korallenherz@mastodon.social,@Korallenherz,"NRW, Germany ",https://www.flickr.com/photos/korallenherz/albums,Freelancer Photojournalist 

12/16/2022 2:56:06,John Last,@johnwlast@mstdn.ca,@johnwlast,"Europe, history, magazine, society, politics, Canada, Arctic","CBC, NPR, Smithsonian Magazine, Foreign Policy, National Geographic, Slate, WIRED, etc.","I'm a Canadian journalist based in Padova, Italy."

12/16/2022 4:03:53,SÃ©rgio LÃ¼dtke,@Ludtke@mastodon.social,@ludtke,Disinformation,Projeto Comprova ,Editor-in-chief of Projeto Comprova

12/16/2022 5:27:21,Claire Ainsworth,@claireainsworth@mastodon.social,@ClaireAinsworth,Science: biology and biomedicine,"Nature, New Scientist",

12/16/2022 5:44:57,Stuti Mishra,@Stuti@Mastodon.Social,@StutiNMishra,"Climate Change, South Asia, Human rights, international affairs",The Independent,Delhi based journalist writing about climate change in Asia. Member of Oxford Climate Journalism Network and Climate Tracker fellow for Cop27

12/16/2022 6:35:21,Dick Tofel,dicktofel,dicktofel,"Business side, nonprofit, management",Substack,Former president of ProPublica

12/16/2022 6:50:18,Kurt Cagle,@kurtcagle@newsie.social,,"Cognitive Computing, Future of Work",https://thecaglereport.com,Seattle based tech journalist and programmer

12/16/2022 6:54:37,Matthew Reed Baker,@matthewreedbaker@mastodon.world,@mattyreedbaker,"Arts, music, general cultural ideas","Boston Magazine, freelance","Though arts and music are my focus, I write about anything including politics/sports/business, as I've always been a writer/editor at general-intetest publications."

12/16/2022 10:11:20,Michael del Castillo,@ElMustachio@mastodon.social ,https://twitter.com/DelRayMan,Bitcoin and other blockchain applications,Forbes,Reporter and founder

12/16/2022 10:45:40,Waqas Mirza,@waqas@mstdn.social,@waqasahmi,"American Muslims, Islamophobia, surveillance, policing, and development.",waqasmi.com,

12/16/2022 11:09:37,Erica Hargreave,@EricaHargreave@mastodon.social,@EricaHargreave,"nature, science, tech, sustainable funding, travel & culture, contemporary storytelling,","Documentary Filmmaker - on a variety of networks, Podcaster - on a variety of networks, StoryToGo, Roamancing, ","Also written print magazines, and children's content for television. "

12/16/2022 11:19:17,David Robert Newman,@davidnewman@mastodon.social,@davidnewman,Photojournalism,Freelance,"Climate and social-justice issues,"

12/16/2022 11:22:03,Lauren Walsh,@LWalsh242@mastadon.sdf.org,@laurenwalsh242,photojournalism/conflict reportage/ethics,Books and magazines,Director of Photojournalism Lab at NYU; author of books on conflict photography

12/16/2022 11:25:27,Liam Proven,@lproven@vivaldi.net,lproven,Linux & FOSS,The Register,Ex PC Pro; Columnist for Network News & Custom PC

