Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon),Feel free to add a brief bio,What hashtags (up to 5) best describe the content you post?,
11/17/2022 11:31:07,Nina Notman,@ninanotman@mastodon.social,@ninanotman,Freelance science writer,#chemistry #scicomm #ventilation,https://mastodon.social/@ninanotman

11/17/2022 13:41:20,Vittorio Saggiomo,@V_saggiomo@mstdn.social,@V_saggiomo,,#realtimechem #chemistswhocook  ,https://mstdn.social/@V_saggiomo

11/17/2022 21:09:16,Oliver (Oli) Jones,@Dr_Oli_Jones@fosstodon.org,dr_oli_jones," I'm a professor of analytical chemistry at RMIT University, in Melbourne Australia. I help develop new analytical technologies and using them to track pollutants in the environment and assess their effects using a biochemistry technique called metabolomics. I work in the intersection of analytical, biochemical and environmental chemistry and am also keen on #scicomm. I am teaching myself #Rstats as a hobby and am a keen runner.",#chemistry #science #scicomm #chemtwitter #NMRchat,https://fosstodon.org/@Dr_Oli_Jones

11/17/2022 21:26:40,Jeovan Araujo ,@araujeovs@sciencemastodon.com,@araujeovs,Chemical Engineer | PhD researcher in Polymer Engineering ,#PlasticPollution #CircularEconomy #Research #Science #ChemE,https://sciencemastodon.com/@araujeovs

11/18/2022 2:25:21,Nick Chiappini,@ndchiappini@mastodon.online,@ndchiappini,"Lover of weird rxns, reactive intermediates, and equitable sci. Asst Prof at UNCW. Queer AF ",,https://mastodon.online/@ndchiappini

11/18/2022 2:53:59,John Corrigan,@CorriganLab@sciencemastodon.com,@CorriganLab,Inorganic Materials Chem. Spouse. Proud father. He/Him/His. Views expressed are mine.ð³ï¸âð Ally,,https://sciencemastodon.com/@CorriganLab

11/18/2022 4:02:29,Andrew Rosen,@andrew_rosen@mastodon.social,@Andrew_S_Rosen,Miller Research Fellow at UC Berkeley. Quantum-chemical engineer. Putting the fun in density functional theory and accelerating materials discovery.,#compchem,https://mastodon.social/@andrew_rosen

11/18/2022 4:05:01,Organometallica,@organometallica@mstdn.party,Organometallica,,,https://mstdn.party/@organometallica

11/18/2022 5:05:41,Alexey Orlov,@alexeyorlov@qoto.org,@alexeyaorlov,Medicinal chemist turned chemoinformatician. PhD,"chemoinformatics, bioinformatics, medicinal chemistry, drug discovery, machine learning",https://qoto.org/@alexeyorlov

11/18/2022 6:30:06,Zoe Anderson,@zordunderson@toot.community,@forplants,"Herbicide chemist, D&I, cats",,https://toot.community/@zordunderson

11/18/2022 6:41:00,Alex Pinto Group,@alexpintogroup@qoto.org,@AlexPintoGroup,"Research group at Manhattan College working on the synthesis of nanomaterials and their application in catalysis, wastewater remediation, and Green Chemistry. www.alexpintogroup.com",#ChemTwitter ,https://qoto.org/@alexpintogroup

11/18/2022 6:57:27,Calum Ferguson,@CTJFerguson@mastodon.scot,@CTJFerguson,"Polymer and photocatalytic chemist from ð´ó §ó ¢ó ³ó £ó ´ó ¿. Group leader at @mpi_polymer and @UoBChemistry. Into chemistry, rugby, food and travelling (again!)",#chemistry #chemistswhocook #travell #polymers #photocatalysis,https://mastodon.scot/@CTJFerguson

11/18/2022 8:02:26,Erik Cheng,@chengeaa@mastodon.social,@chengeaa,PhD candidate in materials science @UTAustin researching plasma-induced surface chemistry for semiconductor processing. Computational chemist. Stats nerd (now with an MS!). @UCBerkeley alum.,#ALEtch #compchem,https://mastodon.social/@chengeaa

11/18/2022 8:09:42,Thomas Hermans,@tmh@mastodon.online,@hermanslab,,,https://mastodon.online/@tmh

11/18/2022 8:33:30,Sylvain Deville,@devillesy@fediscience.org,@devillesy,"CNRS scientist, freeze stuff, eat chocolat, drink coffee, take bird pics",#Editorslife #Birding #RealTimechem #3DPlotsShouldDie,https://fediscience.org/@devillesy

11/18/2022 8:41:04,Dereje Bekele,dbt22,,,,??

11/18/2022 9:36:50,Charlotte Willans,@willansgroup@vivaldi.net,@Willans_Group,"Associate Professor in chemistry. Organometallic chemistry, catalysis, electrochemical synthesis, flow chemistry.",,https://vivaldi.net/@willansgroup

11/18/2022 10:04:24,Ewa Pastorczak,@ewapastorczak@mathstodon.xyz,@ewapastorczak,Doing quantum chemistry @p_lodz_pl. She/her,#chemtwitter #compchem #quantumchemistry,https://mathstodon.xyz/@ewapastorczak

11/18/2022 10:16:10,Rachel Hevey,@RachelHevey@mstdn.science,@DrRachelHevey,"Glyco-chemist/biologist at University of Basel, Switzerland",#GlycoTime #Glycochemistry #Glycobiology #Travel #DiversityInSTEM,https://mstdn.science/@RachelHevey

11/18/2022 10:37:13,Axel Straube,@axelstraube@mas.to,@ChemistFeminist,Associate Editor for Chemistry Europe Journals ,,https://mas.to/@axelstraube

11/18/2022 10:42:17,A.J Fitzpatrick,@ajfitz@mstdn.social,@AJFitz_Chem,"I am a coordination chemist applying inorganic chemistry to forensics applications, or at least trying to. Crystallisation over columns anyday. I'm a senior lecturer at Nottingham Trent University. Always looking for collaborations. ",#chemistry #research #forensics #crystallography ,https://mstdn.social/@ajfitz

11/18/2022 10:57:08,Christene Smith,@christenesmith@qoto.org,@christenesmith,"Canadian chemist working in academic publishing. Lover of cats, cooking, sewing and much more. ",,https://qoto.org/@christenesmith

11/18/2022 11:38:15,Anthony Tabet,@tabet@mstdn.social,TheTabet,MIT chemE PhD student,#science #cancer #immunology #bioelectronics #neuroscience,https://mstdn.social/@tabet

11/18/2022 11:44:03,Alex Blokhuis,@Alexblokhuis@mstdn.social,"Postdoctoral fellow @oLifeF  @univgroningen  @OttoLab - nonequilibrium thermodynamics, chemical networks, systems chemistry, evolution","Theoretical physicist, experimental chemist & vice versa. Working in systems chemistry.",#systemschemistry #realtimechem #experiment #physics #timelapse,https://mstdn.social/@Alexblokhuis

11/18/2022 11:44:37,Julia Rho,@JuliaYRho@mastodon.scot,@JuliaYRho,"Polymer chemist, Group Leader at @UoBham @RORgroup",#chemistry #polymers #biomaterials,https://mastodon.scot/@JuliaYRho

11/18/2022 11:57:43,Ada Quinn,@recombinatrix@mathstodon.xyz,@moleculardynamo,Iâm a computational chemist looking at how modifications to membrane lipids alter the structure and function of membrane transport proteins.,#moleculardynamics #birds #structuralbiology #membranes,https://mathstodon.xyz/@recombinatrix

11/18/2022 12:04:36,Ed Sherer,@Hartreefocker@mstdn.social,@edsherer aka HartreeFocker,Computational chemist working at Merck and managing teams in Digital & NMR Sciences; volunteer firefighter ,#MerckChemistry #compchem #NMRchat #RealTimeChem #chemtwitter,https://mstdn.social/@Hartreefocker

11/18/2022 12:14:59,Nicolai W.,@Niqulei@ruhr.social,,"PhD student since mid 2022 in the Ruhr area, Germany. Researching water on electrode surfaces with absorption spectroscopy. Mostly working in the THz range.",#water #THz #electrochem #phdstudent,https://ruhr.social/@Niqulei

11/18/2022 12:17:20,Gianluca Sbardella,@g_sbardella@mstdn.science,@g_sbardella,Professor of Medicinal Chemistry and Chemical Biology at the University of Salerno. Past President of Medicinal Chemistry Division of the Italian Chemical Society and member of the EFMC EC. Epigenetic Medicinal Chemistry and Chemical Biology.,#medicinalchemistry #chemicalbiology #epigenetics #EFMC #DCF-SCI,https://mstdn.science/@g_sbardella

11/18/2022 12:37:52,Ricardo Grau-Crespo,@rgraucrespo@mastodon.world,@rgraucrespo,"Materials theorist at the University of Reading, UK","computational chemistry, materials science, energy materials, higher education, academia",https://mastodon.world/@rgraucrespo

11/18/2022 12:53:29,Russell Johnson,@russelljkjohnson@mstdn.science,@RussJKJohnson ,Senior Editor at Nature Chemistry,,https://mstdn.science/@russelljkjohnson

11/18/2022 13:25:29,Stephen Fletcher,@spfletcher@mstdn.science,@spfletcher,"Professor of Chemistry, University of Oxford",,https://mstdn.science/@spfletcher

11/18/2022 13:29:41,Fareeda Kalsoom,NIL,@ISayIAmWoman,,#WomenEmpowerment #WomenInSTEM,??

11/18/2022 13:30:51,David Palomas,@davidpalomas@toot.community,@DavidPalomas,Spaniard expat living in the UK. I am an organic chemist with a background in catalysis and an educator working in transnational education at QMUL,#chemistry #catalysis #HE #teaching #learning,https://toot.community/@davidpalomas

11/18/2022 13:32:41,Michelle Muzzio,@michmuzz@mstdn.science,@michmuzz,,#CatCatalysis,https://mstdn.science/@michmuzz

11/18/2022 13:35:18,RocÃ­o Mercado,@rociomer@mstdn.social,@rociomer3,Postdoc at MIT | Incoming assistant prof in DSAI at Chalmers | Developing methods for molecular engineering using AI & #compchem | she/her,#compchem #degraders #deeplearning #reinforcementlearning #deepgenerativemodels,https://mstdn.social/@rociomer

11/18/2022 13:56:44,Marc-AndrÃ© Delsuc,@ma_delsuc@fediscience.org,@MAD57935854,CNRSÂ Director in  IGBMC Strasbourg,#NMR #IDP #MS #MachineLearning #Entropy,https://fediscience.org/@ma_delsuc

11/18/2022 14:03:13,Alexandra Easley,@alexandraeasley@sciencemastodon.com,@AlexandraEas1ey,Klarman Post Doctoral Fellow; Cornell Chemistry with the Fors lab; PhD MSEN TAMU | polymers | Batteries ð| she/her,#polymers #polymerengineering #metalfreebatteries #womeninSTEM #Forslabretweets,https://sciencemastodon.com/@alexandraeasley

11/18/2022 14:14:39,Veronica Augustyn,@vero_augustyn@sciencemastodon.com,@vero_augustyn,Associate Prof @ NC State MSE,#battchat #momademia #electrochemistry #womeninstem,https://sciencemastodon.com/@vero_augustyn

11/18/2022 14:15:01,Len Luyt,@LuytGroup@mstdn.science,@LuytGroup,"Peptides for imaging, chemistry Professor at Western University, London Canada",#peptides #medchem #ghrelin #radiochemistry #cancerresearch,https://mstdn.science/@LuytGroup

11/18/2022 14:16:46,Joey Davis,@jhdavislab@mstdn.science,jhdavislab,"Father & nerd. Working to understand the assembly, structure, and function of molecular machines using cryo-EM and mass spectrometry. ",#cryoEM #cryoDRGN,https://mstdn.science/@jhdavislab

11/18/2022 14:18:16,D. Venkataraman ,@dvgroupumass@mstdn.science,@dvgroupumass,DV Research group at UMass Amherst working to understand electronic and ionic charge transport in organic and hybrid semiconductors. ,#chemistry #materials #electronic_materials #grad_education,https://mstdn.science/@dvgroupumass

11/18/2022 14:33:15,Sven Stripp,@svenstripp@mstdn.science,@stripp_lab,Having fun investigating metalloenzymes using vibrational spectroscopy ,#Spectroscopy #Enzymes #Bioinorganic #Berlin #Music,https://mstdn.science/@svenstripp

11/18/2022 14:43:28,Pawel LÃ¶we,@loewe@mas.to,@pawelloewe,Chemist. PhD Student and crystallographer working on phosphorus chemistry.,#chemtwitter #realtimechem #AcademicChatter #phosphorus,https://mas.to/@loewe

11/18/2022 14:46:24,Dennis Cao,@denniscao@mstdn.social,denniscao,Organic chemistry professor at Macalester College.,,https://mstdn.social/@denniscao

11/18/2022 15:32:09,Demyan Prokopchuk,@dpro@mastodon.online,@demyanpro,"I am an assistant professor and organometallic chemist who is/was actively engaged in the #chemtwitter community. I love making new molecules, studying their properties, and understanding their mechanism of action. My research passions are ligand design, C-H bond strength analysis, and molecular (electro)catalysis using Earth-abundant metals.",#Chemistry #Organometallics #ProudPI,https://mastodon.online/@dpro

11/18/2022 15:58:49,Kevin Kittilstved,@mimclab@mstdn.science,@mimclab,,,https://mstdn.science/@mimclab

11/18/2022 16:27:28,Romen Carrillo (Carrillo Group),@CarrilloGroup@mstdn.science,@CarrilloGroup,We enjoy doing Chemistry under the warm sun of the Canary Islands,#Chemistry #SupramolecularChemistry #DynamicCovalentChemistry #Scicomm #MolecularCages,https://mstdn.science/@CarrilloGroup

11/18/2022 16:37:13,Dan Gezelter,@gezelter@sciencemastodon.com,@gezelter,"Thinks about undergraduate education, theoretical chemistry, open science, molecular dynamics, and ice. The first ""Dr. Who"" for the Jmol team, Bagpiper, Dad",#Chemistry #openscience #MolecularDynamics,https://sciencemastodon.com/@gezelter

11/18/2022 17:08:39,Simon Higgins,@SimonHiggins_60@mastodon.world,@SimonHiggins_60,"Researcher in molecular electronics and teacher of inorganic chemistry @LiverpoolUni. Ex-amateur Masters bike racer, cycle commuter. Liker of cooking and wine.",#chemistry #cycling #academia #UKpolitics,https://mastodon.world/@SimonHiggins_60

11/18/2022 17:17:33,Leigh Krietsch Boerner,@leighjkboerner@sciencemastodon.com,@LeighJKBoerner,Reporter at C&E News! Twitter old fart! Chemist and journalist! Not afraid to overuse exclamation points!!,"oh christ, i don't really use hashtags #chemtwitter #realtimechem #chemiverse i guess?",https://sciencemastodon.com/@leighjkboerner

11/18/2022 18:04:09,Casey Simons,@nmr_chemist@mstdn.science,@nmr_chemist,NMR Director at UOregon. Mountaineer.,#NMRchat #chemjobs #NMR #chemtwitter #oregon,https://mstdn.science/@nmr_chemist

11/18/2022 19:05:47,Kat Day,@chronicleflask@mstdn.social,chronicleflask,"Science and fiction writer and editor, chemistry PhD",#editing #science #horror #pratchett #writing,https://mstdn.social/@chronicleflask

11/18/2022 19:33:58,Frederik Haase,@frederik_haase@mstdn.science,@Frederik_Haase,"Framework Materials Chemist (MOF, COF and other OF). Juniorprofessor at University of Halle",,https://mstdn.science/@frederik_haase

11/18/2022 20:12:30,Rianne Lord,@RianneLord@mstdn.science,@DrRianneLord,,#chemistry #research #teaching #crystals #crochet ,https://mstdn.science/@RianneLord

11/18/2022 20:32:16,Clemens Anklin,@canklin56@qoto.org,@canklin56,"NMR Geek through and through, working for Bruker.","#NMR, #NMRchat, #NMRhelp, #birdwatching",https://qoto.org/@canklin56

11/18/2022 21:48:32,Daniel Singleton,@dasingleton@mstdn.science,@dasingleton,"Organic Chemistry Prof, Texas A&M, Isotope Effects, Dynamic Effects, AC Cope Scholar, TAMU AFS Awards In Teaching and Research, Well Fargo Honors Mentor of Year",#chemistry #academics #science #organic #mechanisms,http://mstdn.science/@dasingleton

11/18/2022 21:52:17,mohammed bule ,@MohammedBule,@MohammedBule,PhD Medicinal Chemistry,MedChem,??

11/18/2022 22:29:10,Christopher Rowley,@Rowley@mathstodon.xyz,@RowleyGroup,Computational chemistry at Carleton University,#compchem #ML #NNP,https://mathstodon.xyz/@Rowley

11/18/2022 22:51:20,Julien Michel,@julienmichel@mastodon.world,@julienmich80,"Professor of Biomolecular Simulation, University of Edinburgh. Director OpenBioSim Community Interest Company. Changing drug discovery through statistical thermodynamics and machine learning. https://www.julienmichel.net",#compchem #drugdiscovery #machinelearning #academia,https://mastodon.world/@julienmichel

11/18/2022 23:20:55,Fiona Kearns,@fiona_chembot@mathstodon.xyz,@fiona_chembot,she/her; I use computers to study chemistry! Post-Doc at UCSD w/ @RommieAmaro and Andy McCammon! #BiInSci!,#CompChem #Chemistry #Biochemistry #Biophysics #GlycoTime,https://mathstodon.xyz/@fiona_chembot

11/19/2022 0:02:47,Payal B. Joshi,@payaljs@masto.nu,@payaljs,"Currently serving as Director and Head at Shefali Research Laboratories. Full-time researcher in chemistry working on projects related to foods, catalysis, machine learning and education technologies. ",#chemistry #science #foods #catalysis #academia #artificial intelligence #chemtwitter,https://masto.nu/@payaljs

11/19/2022 2:10:51,Victor H. ChÃ¡vez,@speedychavez@mastodon.social,@VH__chavez,,#compchem,https://mastodon.social/@speedychavez

11/19/2022 4:07:10,David Liu,@davidrliu@mstdn.science,@davidrliu,"Professor at Harvard, Broad Institute, & HHMI. Our lab integrates chemistry & evolution to illuminate biology & enable therapeutics. ð:@davidrliu@mstdn.science",#chemistry #biology #CRISPR #geneediting #biotech,https://mstdn.science/@davidrliu

11/19/2022 6:30:23,Christine Cardin,@ChrisCardin@mastodon.scf.org,@ChristineCardin,Nucleic acid fan and academic X-ray crystallographer. Ruthenium my favourite element.,#crystals #dna #structure #bioinorganic #G4,https://mastodon.sdf.org/@ChrisCardin

11/19/2022 7:16:14,Athul ,@Athul@mastodon.sdf.org,@Athul__SB,PhD student in Chemistry ,#b3d #sciart #compchem,https://mastodon.sdf.org/@Athul

11/19/2022 9:23:16,Jan Jensen,@janhjensen@mastodon.social,@janhjensen,Computational chemist at the University of Copenhagen,#compchem,https://mastodon.social/@janhjensen

11/19/2022 11:20:48,Conrad Goodwin,@ConradGoodwin@mstdn.science,@ConradGoodwin,"Inorganic chemist working on f-element synthesis, electronic structure, and bonding.",#Chemistry #f-elements #Crystals #Actinides ,https://mstdn.science/@ConradGoodwin

11/19/2022 12:46:27,Will Glover,@WillGlover@mastodon.online,@WilliamJGlover,Assistant Prof (Theory/Comp Chem) at NYU Shanghai and NYU. ,#ExcitedStates #Nonadiabatic #QMMM #SolvatedElectrons #GFP,https://mastodon.online/@WillGlover

11/19/2022 13:52:10,Miquel SolÃ ,@miquelsola@mastodon.online,@miquelsola,Full professor at the Institute of Computational Chemistry and Catalysis of the University of Girona,#quantumchemistry #aromaticity #reactionmechanisms #gironafc #gavarres,https://mastodon.online/@miquelsola

11/19/2022 14:46:58,Geordi Frere,@geordifrere@mstdn.science,@geordifrere,"Synthetic medicinal chemistry PhD student in #ProsserLab & @GunningLabUofT ð§ª GPCRs, 19F NMR, FBDD | I use magnets to find drugs | Rugby ð + D&D ð²",#medchem #chemicalbiology #nmrchat,https://mstdn.science/@geordifrere

11/19/2022 14:47:28,Marcus Drover,@marcuswdrover@mstdn.ca,@marcuswdrover,"Assistant Professor, Windsor, Inorganic Chemistry",#chemistry #inorganic #organic #catalysis,https://mstdn.ca/@marcuswdrover

11/19/2022 15:06:14,David Konrad,@dbkonrad@mas.to,@davidbkonrad,Liebig Fellow and Research Group Leader @LMU_Muenchen. (Chemo)Proteomics-guided Anticancer Drug Development. #newPI,#chemtwitter,https://mas.to/@dbkonrad

11/19/2022 15:11:01,Mathieu Frenette,@mat_frenette@mstdn.ca,@mat_frenette,"Mechanistic service provider for chemists who make things using spectroscopy, DFT and analytical chemistry. Father of three, PI for a few more.",#chemistry #fluorescence #photoredox #DFT #spectroscopy,https://mstdn.ca/@mat_frenette

11/19/2022 15:26:22,Claudia Bonfio,@ClaudiaBonfio@mstdn.science,@ClaudiaBonfio,"Junior Group Leader at ISIS-Strasbourg (FR), former MSCA and 1851 Research Fellow in Cambridge (UK), exploring life's origins one cell at a time.",#NewPI #prebioticchemistry #originsoflife ,https://mstdn.science/@ClaudiaBonfio

11/19/2022 16:20:17,Marta Hatzell,@MartaHatzell@mstdn.science,@MartaHatzell,"Associate Professor, MEGeorgiaTech & GTChBE, Electrochemist, Decarbonize Catalysis and Separations ",#echem #energy #catalysis,https://mstdn.science/@MartaHatzell

11/19/2022 16:56:28,MJPEREZPEREZ,@MJPEREZPEREZ,@MJPEREZPER,,,??

11/19/2022 16:57:38,Jeff Gustafson,@gustafsongroup@mstdn.science,@GustafsonLab,Chemistry Professor at San Diego State ,,https://mstdn.science/@gustafsongroup

11/19/2022 17:16:44,Manila Ozhukil Valappil,@manilaov@mastodon.social,@Manilaov,"A postdoctoral fellow working on Materials Electrochemistry at Dept. of Chemistry, University of Waterloo.",#sciencetwitter #womeninSTEM #supportourscience,https://mastodon.social/@manilaov

11/19/2022 17:42:12,Stephan Hammer,@Stephan_Hammer@mstdn.science,@Stephan_Hammer,"Jun.-Prof. in the field of biocatalysis, organic synthesis, enzyme engineering, directed evolution",#Chemistry #directedevolution #biocatalysis #catalysis,https://mstdn.science/@Stephan_Hammer

11/19/2022 17:45:18,Colin Tice,@colin_tice@mastodon.social,@Cornt00th,Medicinal Chemist,,https://mastodon.social/@colin_tice

11/19/2022 18:17:43,Courtney M Quinn,@courtneymquinn@mastodon.world,@CourtneyM_Quinn,PhD student with Sustainable Hydrogen CDT. Northern Irish Farmer. Electrochemistry PhD student.,#chemistry #EDI #hydrogen #energy #phd,https://mastodon.world/@courtneymquinn

11/19/2022 19:25:15,Marc-Etienne Moret,@memoret@mstdn.science,@ME_Moret,Organometallic Chemist | Associate professor at Utrecht University,,https://mstdn.science/@memoret

11/19/2022 19:30:02,Damien Cornu,@damienc@piaille.fr,Damienaberlin,"Teacher and researcher in university of Lorraine, solid chemistry and reactivity at interfaces","Random, jokes, children and layered materials",https://piaille.fr/@damienc

11/19/2022 19:33:33,kzrt,@kzrt@mstdn.science,@kzrt,PhD phytochemist who now works in policy for industry,,https://mstdn.science/@kzrt

11/19/2022 20:22:26,Kathryn Allen,@kra2104@mastodon.world,@kra2104,"Chemist, former academic, proponent of LGBTQ ð³ï¸âð and womenâs rights. ",,https://mastodon.world/@kra2104

11/19/2022 21:25:28,Johannes Gasteiger,@gasteigerjo@sigmoid.social,@gasteigerjo,"Research scientist at Google, working on graph neural networks and applications to chemistry",#ML #machinelearning #compchem,https://sigmoid.social/@gasteigerjo

11/19/2022 21:28:41,Sam Levine,@SRLevine@urbanists.social,,"Organic Chemist (Hi, Stoltz & Wood Labs!) and Chemical Biologist (Hi, Beatty Lab!) by training. Assistant Project Scientist at UCI (Hi, Paegel Lab!).",#chemistry #baking #biking #bikecommuting,https://urbanists.social/@SRLevine

11/19/2022 21:51:21,Victor Sans,@vss@fediscience.org,@vss31,"GenT Distinguished Researcher in advanced materials and sustainable processes. Interdisciplinary scientist and engineer with interests in sustainability, replacement of fossil feedstocks in energy and chemical industries, additive manufacturing, flow chemistry and digitalisation.","science, engineering, academia, sustainability",https://fediscience.org/@vss

11/19/2022 22:36:32,Marwin Segler,@marwinsegler@mastodon.social,@marwinsegler,Group Lead at Microsoft Research; ML for Chemistry ,#compchem #medchem #synthesis #chemoinformatics,https://mastodon.social/@marwinsegler

11/19/2022 23:11:44,Nikita Harvey,@nickynak3@mastodon.lol,@nickynak3,NMR Technician and PhD student at National Phenome Centre (Imperial College London) working in metabolomics,"#NMRchat, #metabolomics, #LGBTQInSTEM, MinoritiesInSTEM",https://mastodon.lol/@nickynak3

11/19/2022 23:30:41,Steph Gallant,@ChemGallant@mstdn.social,@ChemGallant,Chemistry Postdoc at the University of Montreal,#SERS #nanoparticles #plasmonics #SciArt #SciComm ,https://mstdn.social/@ChemGallant

11/19/2022 23:31:44,Clyde Davies ,@deadlyvices@toot.wales,@deadlyvices,"PhD Physical Chemistry, 1990. Have worked in a variety of Informatics roles since. Now run the Chem4Word project in my spare time.  ",#chem4word #cheminformatics #opensci,https://toot.wales/@deadlyvices

11/20/2022 0:21:22,Nicole Rijs,@njrijs@aus.social,@njrijs,"Still Not Sure Which Type of Chemist I Am @ UNSW Science, Sydney, Australia. Gas phase structural chemistry and reaction mechanisms. ",#chemistry #ozchem #massspec #womeninstem      #womeninscience,https://aus.social/@njrijs

11/20/2022 1:18:11,Marion Emmert,@emmertlab@mstdn.science,@emmertlab,,,https://mstdn.science/@emmertlab

11/20/2022 1:53:51,Emilio Gallicchio,@egallicchio@mastodon.social,@GallicchioEmi,"Theoretical/Computational Chemist, Biophysicist at Brooklyn College.",#chemistry #compchem #alchemistry #science #drugdiscovery #biomolecules,https://mastodon.social/@egallicchio

11/20/2022 2:39:08,Matthew Maddess,@MadMatt@mstdn.science,@matthewmaddess,Process Chemist at MRK,#chemtwitter,https://mstdn.science/@MadMatt

11/20/2022 4:54:43,Ruben Sousa,@luna@mstdn.science,@porchyougeese,1st year PhD Chemistry at Clemson University with an interest in bioinorganic chemistry and chemical biology,,https://mstdn.science/@luna

11/20/2022 5:19:39,Elisa Tomat,@elisatomat@mas.to,@elisatomat,"Scientist, Expat, Prof of Chemistry UArizona","#science, #womeninSTEM, #expatlife, #academia",https://mas.to/@elisatomat

11/20/2022 5:25:36,Nir Goldman,@nir_goldman@mastodon.social,@nir_goldman,"Iâm a computational chemist at LLNL. I work on simulations of condensed matter under reactive conditions. I like to post about publications and science news mostly, and a bit about running and crossword puzzles as well. ",#compchem ,https://mastodon.social/@nir_goldman

11/20/2022 5:58:59,Alejandro Forigua,@aforiguac@mstdn.ca,@AForiguaC,Iâm a PhD candidate at University of Victoria working on microfluidics and bioanalytical chemistry ,#Chemistry #Microfluidics #LatinXChem #LatinXinChE #Biophysics,https://mstdn.ca/@aforiguac

11/20/2022 6:26:31,Mathias Christmann,@christmanngroup@mstdn.science,@christmanngroup,Chemist @FU_Berlin. Works on #NaturalProducts & #Catalysis. Likes Tool and (occasionally) dive bars. Curator of #AwesomeChemistryPlaylist,#chemistry #naturalproducts #totalsynthesis #organocatalysis #berlin,https://mstdn.science/@christmanngroup

11/20/2022 7:11:43,Piia Bartos,@piiabartos@mstdn.science,@PiiaBartos,"I am a new PI in the field of molecular modeling of proteins, RNA and other molecules. My background is in drug and enzyme design.",#compchem #newPI #simulations,https://mstdn.science/@piiabartos

11/20/2022 7:34:42,Sean McKenna ,@seanmckenna@mstdn.science,@SeanMcK27,PhD candidate in chemical biology at Trinity College Dublin ,#research #chembio #medchem,https://mstdn.science/@seanmckenna

11/20/2022 8:34:20,Robin Corey,@robincorey@mstdn.science,@RobinCorey1,"Postdoc in Sansom & Stansfeld lab at University of Oxford, looking at membrane proteins and protein-lipid interactions using molecular dynamics",#MembraneProteins #MolecularDynamics #CompChem #Lipids,https://mstdn.science/@robincorey

11/20/2022 8:55:24,Magnus Palmblad,@magnuspalmblad@fediscience.org,@MagnusPalmblad,Into mass spectrometry and (bio/chem)informatics,#TeamMassSpec #proteomics #OpenScience,https://fediscience.org/@magnuspalmblad

11/20/2022 10:47:25,Didier Villers,@linusable@mastodon.social,@linusable,"Professor @UMONS belgian university. Physical-chemistry, pre-service chemistry teacher education, programming and numerical methods for science and chemists. Promoting opensource. Soon retired (2023). Hobbies: gardening, genealogy, cartography (openstreetmap) ",#Chemistry #Education #OpenSource #Python,https://mastodon.social/@linusable

11/20/2022 11:32:18,DiMoCAT group,@dimocat_iqcc@mstdn.science,@dimocat_iqcc,The Design and Modelling of Transition Metal Catalyzed Reactions (DiMoCat) group is an interdisciplinary group of research of the Institute of Computational Chemistry and Catalysis (IQCC) of the University of Girona.,#computationalchemistry #catalysis #organometallic #reactionmechanisms,https://mstdn.science/@dimocat_iqcc

11/20/2022 11:42:17,Kevin Lam,@kevin@mastodon.be,@KLChemistry,Synthesis electrochemist! ,#Chemistry #OrganoEchem #ZapZap #Electrochemistry,https://mastodon.be/@kevin

11/20/2022 12:09:47,Craig Day,@craigday@mstdn.science,@thecraigday,Postdoc (Troels Skrydstrup) at Aarhus University,#Chemistry #Organometallics #First-Row #Mechanism,https://mstdn.science/@craigday

11/20/2022 12:59:09,Manasi R Mulay,@manasi_scicomm@techhub.social,@manasirmulay,PhD student at University of Sheffield,"compchem, battchat, realtimechem, womeninstem, phdchat",https://techhub.social/@manasi_scicomm

11/20/2022 13:51:15,Jessica Andreani,@jessica_compbio@mstdn.science,@jessica_compbio,"Researcher in computational biology. Protein-protein & protein-RNA interactions, structure & evolution. Also mum.",,https://mstdn.science/@jessica_compbio

11/20/2022 14:19:03,Juliane Nguyen,@JulieNguyenLab@mstdn.science,@JulieNguyenLab,Professor at UNC at Chapel Hill,#Science #DrugDelivery #BiomedicalEngineering #Pharmacoengineering,https://mstdn.science/@JulieNguyenLab

11/20/2022 14:36:01,Ermal Ismalaj,@ErmalI@masto.ai,@ErmalIsmalaj,Research associate at CICbiomaGUNE. Interested in organofluorine chemistry and biomedical imaging. ,#organogfluorine #biomedicalimaging #PETimaging #fluorescence,https://masto.ai/@ErmalI

11/20/2022 14:55:01,Karn Parmar,@karnparmar@mstdn.science,@karnjitparmar,Synthetic organic chemists using machine learning techniques!,chemistry AI total synthesis materials,https://mstdn.science/@karnparmar

11/20/2022 15:01:14,Nick Boaz,@NickBoaz@libretooth.gr,Used to Be NickBoaz03 but I have deleted by twitter account,"Husband, Dad, Organic Chemistry Professor at North Central College, and Slow Runner","ChemEd, Chemistry, Compchem, Organic, Synthesis",https://libretooth.gr/@NickBoaz

11/20/2022 15:36:24,Ryan Potts,@ryanpotts@mstdn.science,@pottslab,,,https://mstdn.science/@ryanpotts

